csu,variable,shock,horizon,irf
aave_v3_avalanche,liquidation,return_shock,5,-0.0003890367532620384
aave_v3_avalanche,liquidation,return_shock,6,-8.12598733629986e-05
aave_v3_avalanche,liquidation,return_shock,7,-1.7094090004810082e-05
aave_v3_avalanche,liquidation,return_shock,8,-3.587129396403801e-06
aave_v3_avalanche,liquidation,return_shock,9,-7.533866083170042e-07
aave_v3_avalanche,liquidation,return_shock,10,-1.5818333732607382e-07
aave_v3_avalanche,liquidation,return_shock,11,-3.321604191110281e-08
aave_v3_avalanche,liquidation,return_shock,12,-6.974606159447904e-09
aave_v3_avalanche,liquidation,return_shock,13,-1.4645250572726582e-09
aave_v3_avalanche,liquidation,return_shock,14,-3.0751909425659783e-10
aave_v3_avalanche,liquidation,return_shock,15,-6.457255978697267e-11
aave_v3_avalanche,liquidation,return_shock,16,-1.3558876316324332e-11
aave_v3_avalanche,liquidation,return_shock,17,-2.8470786944615747e-12
aave_v3_avalanche,liquidation,return_shock,18,-5.978265758235734e-13
aave_v3_avalanche,liquidation,return_shock,19,-1.2553099532114295e-13
aave_v3_avalanche,liquidation,return_shock,20,-2.635886611423804e-14
aave_v3_avalanche,liquidation,return_shock,21,-5.534806943899167e-15
aave_v3_avalanche,liquidation,return_shock,22,-1.1621929314699996e-15
aave_v3_avalanche,liquidation,return_shock,23,-2.440360475183648e-16
aave_v3_avalanche,liquidation,return_shock,24,-5.12424321896709e-17
aave_v3_avalanche,liquidation,return_shock,25,-1.0759831932658772e-17
aave_v3_avalanche,liquidation,return_shock,26,-2.2593381748369044e-18
aave_v3_avalanche,liquidation,return_shock,27,-4.744134499725501e-19
aave_v3_avalanche,liquidation,return_shock,28,-9.961683647945578e-20
aave_v3_avalanche,liquidation,return_shock,29,-2.091743838787446e-20
aave_v3_avalanche,liquidation,return_shock,30,-4.392221678317203e-21
aave_v3_avalanche,liquidation,liquidation_shock,0,0.9294040313310815
aave_v3_avalanche,liquidation,liquidation_shock,1,0.17016420415736097
aave_v3_avalanche,liquidation,liquidation_shock,2,0.03754725879543297
aave_v3_avalanche,liquidation,liquidation_shock,3,0.007752120400763544
aave_v3_avalanche,liquidation,liquidation_shock,4,0.0016373768506827238
aave_v3_avalanche,liquidation,liquidation_shock,5,0.00034311731532479664
aave_v3_avalanche,liquidation,liquidation_shock,6,7.209809610009626e-05
aave_v3_avalanche,liquidation,liquidation_shock,7,1.5135398567852658e-05
aave_v3_avalanche,liquidation,liquidation_shock,8,3.1783827802975543e-06
aave_v3_avalanche,liquidation,liquidation_shock,9,6.673740092259542e-07
aave_v3_avalanche,liquidation,liquidation_shock,10,1.401359057244944e-07
aave_v3_avalanche,liquidation,liquidation_shock,11,2.9425487075217052e-08
aave_v3_avalanche,liquidation,liquidation_shock,12,6.178740250142659e-09
aave_v3_avalanche,liquidation,liquidation_shock,13,1.2974048260773872e-09
aave_v3_avalanche,liquidation,liquidation_shock,14,2.7242773816126474e-10
aave_v3_avalanche,liquidation,liquidation_shock,15,5.720408661626522e-11
aave_v3_avalanche,liquidation,liquidation_shock,16,1.2011654057531193e-11
aave_v3_avalanche,liquidation,liquidation_shock,17,2.522194450807783e-12
aave_v3_avalanche,liquidation,liquidation_shock,18,5.296077350095572e-13
aave_v3_avalanche,liquidation,liquidation_shock,19,1.1120647423003057e-13
aave_v3_avalanche,liquidation,liquidation_shock,20,2.335101832006385e-14
aave_v3_avalanche,liquidation,liquidation_shock,21,4.903222228529761e-15
aave_v3_avalanche,liquidation,liquidation_shock,22,1.0295734385374395e-15
aave_v3_avalanche,liquidation,liquidation_shock,23,2.1618874607220665e-16
aave_v3_avalanche,liquidation,liquidation_shock,24,4.539508516781089e-17
aave_v3_avalanche,liquidation,liquidation_shock,25,9.532012164475069e-18
aave_v3_avalanche,liquidation,liquidation_shock,26,2.0015218733035724e-18
aave_v3_avalanche,liquidation,liquidation_shock,27,4.202774545589292e-19
aave_v3_avalanche,liquidation,liquidation_shock,28,8.824941718924595e-20
aave_v3_avalanche,liquidation,liquidation_shock,29,1.8530519659719343e-20
aave_v3_avalanche,liquidation,liquidation_shock,30,3.891018998152631e-21
aave_v3_base,basket_return,return_shock,0,0.9862940850223809
aave_v3_base,basket_return,return_shock,1,-0.06924141840506741
aave_v3_base,basket_return,return_shock,2,0.08078484928451173
aave_v3_base,basket_return,return_shock,3,-0.06892320876743709
aave_v3_base,basket_return,return_shock,4,0.017164658925205013
aave_v3_base,basket_return,return_shock,5,-0.0077754699955126265
aave_v3_base,basket_return,return_shock,6,0.007256033112521805
aave_v3_base,basket_return,return_shock,7,-0.0012402981183772684
aave_v3_base,basket_return,return_shock,8,0.0016994128541798783
aave_v3_base,basket_return,return_shock,9,-0.0002997541313711482
aave_v3_base,basket_return,return_shock,10,0.0004518944375972486
aave_v3_base,basket_return,return_shock,11,8.3113922443241e-06
aave_v3_base,basket_return,return_shock,12,0.00014796124565643527
aave_v3_base,basket_return,return_shock,13,2.8198288357896202e-05
aave_v3_base,basket_return,return_shock,14,5.0800488327111246e-05
aave_v3_base,basket_return,return_shock,15,1.648186964602638e-05
aave_v3_base,basket_return,return_shock,16,1.837434584052255e-05
aave_v3_base,basket_return,return_shock,17,8.284933158146663e-06
aave_v3_base,basket_return,return_shock,18,7.064644234998945e-06
aave_v3_base,basket_return,return_shock,19,3.7552686474039997e-06
aave_v3_base,basket_return,return_shock,20,2.8251509095817975e-06
aave_v3_base,basket_return,return_shock,21,1.6313953449579168e-06
aave_v3_base,basket_return,return_shock,22,1.148439357178263e-06
